_id,id,name,year,duration,genre,actors,Up_System
54,55,Lifeforce,1985,101 min,"Action, Horror, Mystery","Steve Railsback,Mathilda May,Peter Firth,Frank Finlay",CM
55,56,Avatar,2009,162 min,"Action, Adventure, Fantasy","Sam Worthington,Zoe Saldana,Sigourney Weaver,Michelle Rodriguez",CM
56,57,Watchmen,2009,162 min,"Action, Drama, Mystery","Jackie Earle Haley,Patrick Wilson,Carla Gugino,Malin Akerman",CM
57,58,Bill & Ted's Excellent Adventure,1989,90 min,"Adventure, Comedy, Music","Keanu Reeves,Alex Winter,George Carlin,Terry Camilleri",CM
58,59,High Life,2018,110 min,"Adventure, Drama, Horror","Robert Pattinson,Juliette Binoche,Andr Benjamin,Mia Goth",CM
59,60,Alien,1979,116 min,"Horror, Sci-Fi","Sigourney Weaver,Tom Skerritt,John Hurt,Veronica Cartwright",CM
60,61,Under the Skin,2013,108 min,"Drama, Horror, Sci-Fi","Scarlett Johansson,Jeremy McWilliams,Lynsey Taylor Mackay,Dougie McConnell",CM
61,62,A-X-L,2018,98 min,"Action, Adventure, Family","Alex Neustaedter,Becky G,Alex MacNicoll,Dominic Rains",CM
62,63,The Incredible Hulk,2008,112 min,"Action, Adventure, Sci-Fi","Edward Norton,Liv Tyler,Tim Roth,William Hurt",CM
63,64,Star Wars: Episode VIII - The Last Jedi,2017,152 min,"Action, Adventure, Fantasy","Daisy Ridley,John Boyega,Mark Hamill,Carrie Fisher",CM
64,65,Iron Man 3,2013,130 min,"Action, Adventure, Sci-Fi","Robert Downey Jr.,Guy Pearce,Gwyneth Paltrow,Don Cheadle",CM
65,66,Dune,1984,137 min,"Action, Adventure, Sci-Fi","Kyle MacLachlan,Virginia Madsen,Francesca Annis,Leonardo Cimino",CM
66,67,Kong: Skull Island,2017,118 min,"Action, Adventure, Fantasy","Tom Hiddleston,Samuel L. Jackson,Brie Larson,John C. Reilly",CM
67,68,The Predator,2018,107 min,"Action, Adventure, Sci-Fi","Boyd Holbrook,Trevante Rhodes,Jacob Tremblay,Keegan-Michael Key",CM
68,69,Back to the Future,1985,116 min,"Adventure, Comedy, Sci-Fi","Michael J. Fox,Christopher Lloyd,Lea Thompson,Crispin Glover",CM
69,70,Upgrade,2018,100 min,"Action, Sci-Fi, Thriller","Logan Marshall-Green,Melanie Vallejo,Steve Danielsen,Abby Craden",CM
70,71,Logan,2017,137 min,"Action, Drama, Sci-Fi","Hugh Jackman,Patrick Stewart,Dafne Keen,Boyd Holbrook",CM
71,72,The Martian,2015,144 min,"Adventure, Drama, Sci-Fi","Matt Damon,Jessica Chastain,Kristen Wiig,Kate Mara",CM
72,73,The Hunger Games,2012,142 min,"Action, Adventure, Sci-Fi","Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Stanley Tucci",CM
73,74,Spider-Man,2002,121 min,"Action, Adventure, Sci-Fi","Tobey Maguire,Kirsten Dunst,Willem Dafoe,James Franco",CM
74,75,Doctor Strange,2016,115 min,"Action, Adventure, Fantasy","Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Benedict Wong",CM
75,76,A Clockwork Orange,1971,136 min,"Crime, Drama, Sci-Fi","Malcolm McDowell,Patrick Magee,Michael Bates,Warren Clarke",CM
76,77,Batman v Superman: Dawn of Justice,2016,151 min,"Action, Adventure, Fantasy","Ben Affleck,Henry Cavill,Amy Adams,Jesse Eisenberg",CM
77,78,Iron Man 2,2010,124 min,"Action, Adventure, Sci-Fi","Robert Downey Jr.,Mickey Rourke,Gwyneth Paltrow,Don Cheadle",CM
78,79,Logan's Run,1976,119 min,"Action, Sci-Fi","Michael York,Jenny Agutter,Richard Jordan,Roscoe Lee Browne",CM
79,80,Prospect,2018,100 min,"Drama, Sci-Fi, Thriller","Sophie Thatcher,Jay Duplass,Pedro Pascal,Luke Pitzrick",CM
80,81,Alien: Covenant,2017,122 min,"Horror, Sci-Fi, Thriller","Michael Fassbender,Katherine Waterston,Billy Crudup,Danny McBride",CM
81,82,The Prestige,2006,130 min,"Drama, Mystery, Sci-Fi","Christian Bale,Hugh Jackman,Scarlett Johansson,Michael Caine",CM
82,83,X-Men Origins: Wolverine,2009,107 min,"Action, Adventure, Sci-Fi","Hugh Jackman,Liev Schreiber,Ryan Reynolds,Danny Huston",CM
83,84,Power Rangers,2017,124 min,"Action, Adventure, Sci-Fi","Dacre Montgomery,Naomi Scott,RJ Cyler,Ludi Lin",CM
84,85,Life,2017,104 min,"Horror, Sci-Fi, Thriller","Jake Gyllenhaal,Rebecca Ferguson,Ryan Reynolds,Hiroyuki Sanada",CM
85,86,Transformers,2007,144 min,"Action, Adventure, Sci-Fi","Shia LaBeouf,Megan Fox,Josh Duhamel,Tyrese Gibson",CM
86,87,Arrival,2016,116 min,"Drama, Mystery, Sci-Fi","Amy Adams,Jeremy Renner,Forest Whitaker,Michael Stuhlbarg",CM
87,88,Replicas,2018,107 min,"Drama, Sci-Fi, Thriller","Keanu Reeves,Alice Eve,Thomas Middleditch,John Ortiz",CM
88,89,Ex Machina,2014,108 min,"Drama, Mystery, Sci-Fi","Alicia Vikander,Domhnall Gleeson,Oscar Isaac,Sonoya Mizuno",CM
89,90,Ghost in the Shell,2017,107 min,"Action, Drama, Sci-Fi","Scarlett Johansson,Pilou Asbk,Takeshi Kitano,Juliette Binoche",CM
90,91,Rogue One: A Star Wars Story,2016,133 min,"Action, Adventure, Sci-Fi","Felicity Jones,Diego Luna,Alan Tudyk,Donnie Yen",CM
91,92,Justice League vs the Fatal Five,2019,77 min,"Animation, Fantasy, Sci-Fi","Elyes Gabel,Diane Guerrero,Kevin Conroy,Susan Eisenberg",CM
92,93,Rampage,2018,107 min,"Action, Adventure, Sci-Fi","Dwayne Johnson,Naomie Harris,Malin Akerman,Jeffrey Dean Morgan",CM
93,94,Eternal Sunshine of the Spotless Mind,2004,108 min,"Drama, Romance, Sci-Fi","Jim Carrey,Kate Winslet,Tom Wilkinson,Gerry Robert Byrne",CM
94,95,X-Men: Days of Future Past,2014,132 min,"Action, Adventure, Sci-Fi","Patrick Stewart,Ian McKellen,Hugh Jackman,James McAvoy",CM
95,96,Star Wars: Episode IV - A New Hope,1977,121 min,"Action, Adventure, Fantasy","Mark Hamill,Harrison Ford,Carrie Fisher,Alec Guinness",CM
96,97,The Lobster,2015,119 min,"Comedy, Drama, Romance","Colin Farrell,Rachel Weisz,Jessica Barden,Olivia Colman",CM
97,98,Blade Runner,1982,117 min,"Sci-Fi, Thriller","Harrison Ford,Rutger Hauer,Sean Young,Edward James Olmos",CM
98,99,The Fifth Element,1997,126 min,"Action, Adventure, Sci-Fi","Bruce Willis,Milla Jovovich,Gary Oldman,Ian Holm",CM
99,100,Sorry to Bother You,2018,111 min,"Comedy, Fantasy, Sci-Fi","LaKeith Stanfield,Tessa Thompson,Jermaine Fowler,Omari Hardwick",CM
100,101,Lucy,2014,89 min,"Action, Sci-Fi, Thriller","Scarlett Johansson,Morgan Freeman,Min-sik Choi,Amr Waked",CM
101,102,Star Trek Beyond,2016,122 min,"Action, Adventure, Sci-Fi","Chris Pine,Zachary Quinto,Karl Urban,Zoe Saldana",CM
102,103,The Running Man,1987,101 min,"Action, Sci-Fi, Thriller","Arnold Schwarzenegger,Maria Conchita Alonso,Yaphet Kotto,Jim Brown",CM
103,104,A Cure for Wellness,2016,146 min,"Drama, Fantasy, Horror","Dane DeHaan,Jason Isaacs,Mia Goth,Ivo Nandi",CM
104,105,Star Wars: Episode VII - The Force Awakens,2015,136 min,"Action, Adventure, Fantasy","Daisy Ridley,John Boyega,Oscar Isaac,Domhnall Gleeson",CM
105,106,Isle of Dogs,2018,101 min,"Animation, Adventure, Comedy","Bryan Cranston,Koyu Rankin,Edward Norton,Bob Balaban",CM
106,107,Her,2013,126 min,"Drama, Romance, Sci-Fi","Joaquin Phoenix,Amy Adams,Scarlett Johansson,Rooney Mara",CM
107,108,Maze Runner: The Death Cure,2018,143 min,"Action, Sci-Fi, Thriller","Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Thomas Brodie-Sangster",CM
108,109,Star Trek,2009,127 min,"Action, Adventure, Sci-Fi","Chris Pine,Zachary Quinto,Simon Pegg,Leonard Nimoy",CM
109,110,Terminator 2: Judgment Day,1991,137 min,"Action, Sci-Fi","Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,Robert Patrick",CM
110,111,X-Men,2000,104 min,"Action, Adventure, Sci-Fi","Patrick Stewart,Hugh Jackman,Ian McKellen,Famke Janssen",CM
111,112,Donnie Darko,2001,113 min,"Drama, Sci-Fi, Thriller","Jake Gyllenhaal,Jena Malone,Mary McDonnell,Holmes Osborne",CM
112,113,Bill & Ted's Bogus Journey,1991,93 min,"Adventure, Comedy, Fantasy","Keanu Reeves,Alex Winter,William Sadler,Joss Ackland",CM
113,114,Divergent,2014,139 min,"Action, Adventure, Mystery","Shailene Woodley,Theo James,Kate Winslet,Jai Courtney",CM
114,115,Man of Steel,2013,143 min,"Action, Adventure, Sci-Fi","Henry Cavill,Amy Adams,Michael Shannon,Diane Lane",CM
115,116,X-Men: First Class,2011,131 min,"Action, Adventure, Sci-Fi","James McAvoy,Michael Fassbender,Jennifer Lawrence,Kevin Bacon",CM
116,117,The Day After Tomorrow,2004,124 min,"Action, Adventure, Sci-Fi","Dennis Quaid,Jake Gyllenhaal,Emmy Rossum,Dash Mihok",CM
117,118,Edge of Tomorrow,2014,113 min,"Action, Sci-Fi","Tom Cruise,Emily Blunt,Bill Paxton,Brendan Gleeson",CM
118,119,Jurassic World,2015,124 min,"Action, Adventure, Sci-Fi","Chris Pratt,Bryce Dallas Howard,Ty Simpkins,Judy Greer",CM
119,120,Hellboy II: The Golden Army,2008,120 min,"Action, Adventure, Fantasy","Ron Perlman,Selma Blair,Doug Jones,John Alexander",CM
120,121,2001: A Space Odyssey,1968,149 min,"Adventure, Sci-Fi","Keir Dullea,Gary Lockwood,William Sylvester,Daniel Richter",CM
121,122,Green Lantern,2011,114 min,"Action, Adventure, Sci-Fi","Ryan Reynolds,Blake Lively,Peter Sarsgaard,Mark Strong",CM
122,123,Cube,1997,90 min,"Drama, Mystery, Sci-Fi","Nicole de Boer,Maurice Dean Wint,David Hewlett,Andrew Miller",CM
123,124,The Terminator,1984,107 min,"Action, Sci-Fi","Arnold Schwarzenegger,Linda Hamilton,Michael Biehn,Paul Winfield",CM
124,125,Aliens,1986,137 min,"Action, Adventure, Sci-Fi","Sigourney Weaver,Michael Biehn,Carrie Henn,Paul Reiser",CM
125,126,Unbreakable,2000,106 min,"Drama, Mystery, Sci-Fi","Bruce Willis,Samuel L. Jackson,Robin Wright,Spencer Treat Clark",CM
126,127,The Thing,1982,109 min,"Horror, Mystery, Sci-Fi","Kurt Russell,Wilford Brimley,Keith David,Richard Masur",CM
127,128,Valerian and the City of a Thousand Planets,2017,137 min,"Action, Adventure, Fantasy","Dane DeHaan,Cara Delevingne,Clive Owen,Rihanna",CM
128,129,Hulk,2003,138 min,"Action, Sci-Fi","Eric Bana,Jennifer Connelly,Sam Elliott,Josh Lucas",CM
129,130,Dragon Ball Super: Broly,2018,100 min,"Animation, Action, Adventure","Masako Nozawa,Aya Hisakawa,Ry Horikawa,Toshio Furukawa",CM
130,131,Jupiter Ascending,2015,127 min,"Action, Adventure, Sci-Fi","Channing Tatum,Mila Kunis,Eddie Redmayne,Sean Bean",CM
131,132,Spider-Man 3,2007,139 min,"Action, Adventure, Sci-Fi","Tobey Maguire,Kirsten Dunst,Topher Grace,Thomas Haden Church",CM
132,133,Star Wars: Episode I - The Phantom Menace,1999,136 min,"Action, Adventure, Fantasy","Ewan McGregor,Liam Neeson,Natalie Portman,Jake Lloyd",CM
133,134,Mars Attacks!,1996,106 min,"Comedy, Sci-Fi","Jack Nicholson,Pierce Brosnan,Sarah Jessica Parker,Annette Bening",CM
134,135,Terminator Genisys,2015,126 min,"Action, Adventure, Sci-Fi","Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Jai Courtney",CM
135,136,The Truman Show,1998,103 min,"Comedy, Drama, Sci-Fi","Jim Carrey,Ed Harris,Laura Linney,Noah Emmerich",CM
136,137,Children of Men,2006,109 min,"Drama, Sci-Fi, Thriller","Julianne Moore,Clive Owen,Chiwetel Ejiofor,Michael Caine",CM
137,138,The Lost World: Jurassic Park,1997,129 min,"Action, Adventure, Sci-Fi","Jeff Goldblum,Julianne Moore,Pete Postlethwaite,Vince Vaughn",CM
138,139,Star Trek Into Darkness,2013,132 min,"Action, Adventure, Sci-Fi","Chris Pine,Zachary Quinto,Zoe Saldana,Benedict Cumberbatch",CM
139,140,Another Earth,2011,92 min,"Drama, Romance, Sci-Fi","Brit Marling,William Mapother,Matthew-Lee Erlbach,DJ Flava",CM
140,141,Prometheus,2012,124 min,"Adventure, Mystery, Sci-Fi","Noomi Rapace,Logan Marshall-Green,Michael Fassbender,Charlize Theron",CM
141,142,Looper,2012,113 min,"Action, Crime, Drama","Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,Paul Dano",CM
142,143,Despicable Me 3,2017,89 min,"Animation, Action, Adventure","Steve Carell,Kristen Wiig,Trey Parker,Miranda Cosgrove",CM
143,144,Space Jam,1996,88 min,"Animation, Adventure, Comedy","Michael Jordan,Wayne Knight,Theresa Randle,Manner Washington",CM
144,145,Transformers: Age of Extinction,2014,165 min,"Action, Adventure, Sci-Fi","Mark Wahlberg,Nicola Peltz,Jack Reynor,Stanley Tucci",CM
145,146,Men in Black 3,2012,106 min,"Action, Adventure, Comedy","Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement",CM
146,147,The Hunger Games: Mockingjay - Part 2,2015,137 min,"Action, Adventure, Sci-Fi","Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson",CM
147,148,Serenity,2005,119 min,"Action, Adventure, Sci-Fi","Nathan Fillion,Gina Torres,Chiwetel Ejiofor,Alan Tudyk",CM
148,149,Minority Report,2002,145 min,"Action, Crime, Mystery","Tom Cruise,Colin Farrell,Samantha Morton,Max von Sydow",CM
149,150,V for Vendetta,2005,132 min,"Action, Drama, Sci-Fi","Hugo Weaving,Natalie Portman,Rupert Graves,Stephen Rea",CM
150,151,Ender's Game,2013,114 min,"Action, Adventure, Fantasy","Harrison Ford,Asa Butterfield,Hailee Steinfeld,Abigail Breslin",CM
151,152,Zombieland,2009,88 min,"Adventure, Comedy, Horror","Jesse Eisenberg,Emma Stone,Woody Harrelson,Abigail Breslin",CM
152,153,The Hunger Games: Catching Fire,2013,146 min,"Action, Adventure, Sci-Fi","Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Philip Seymour Hoffman",CM
153,154,Cloud Atlas,2012,172 min,"Action, Drama, Mystery","Tom Hanks,Halle Berry,Hugh Grant,Hugo Weaving",CM
154,155,E.T. the Extra-Terrestrial,1982,115 min,"Family, Sci-Fi","Henry Thomas,Drew Barrymore,Peter Coyote,Dee Wallace",CM
155,156,Hotel Artemis,2018,94 min,"Action, Crime, Drama","Jodie Foster,Sofia Boutella,Dave Bautista,Sterling K. Brown",CM
156,157,The Matrix Reloaded,2003,138 min,"Action, Sci-Fi","Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving",CM
157,158,Pacific Rim: Uprising,2018,111 min,"Action, Adventure, Sci-Fi","John Boyega,Scott Eastwood,Cailee Spaeny,Burn Gorman",CM
158,159,Dr. Cyclops,1940,77 min,"Adventure, Drama, Horror","Albert Dekker,Thomas Coley,Janice Logan,Charles Halton",CM
159,160,Waterworld,1995,135 min,"Action, Adventure, Sci-Fi","Kevin Costner,Jeanne Tripplehorn,Dennis Hopper,Tina Majorino",CM
160,161,The House with a Clock in Its Walls,2018,105 min,"Comedy, Family, Fantasy","Jack Black,Cate Blanchett,Owen Vaccaro,Kyle MacLachlan",CM
161,162,The Dark Tower,2017,95 min,"Action, Adventure, Fantasy","Idris Elba,Matthew McConaughey,Tom Taylor,Dennis Haysbert",CM
162,163,World War Z,2013,116 min,"Action, Adventure, Horror","Brad Pitt,Mireille Enos,Daniella Kertesz,James Badge Dale",CM
163,164,The Amazing Spider-Man,2012,136 min,"Action, Adventure, Sci-Fi","Andrew Garfield,Emma Stone,Rhys Ifans,Irrfan Khan",CM
164,165,Sky High,2005,100 min,"Adventure, Comedy, Family","Kurt Russell,Kelly Preston,Michael Angarano,Danielle Panabaker",CM
165,166,Predator,1987,107 min,"Action, Adventure, Sci-Fi","Arnold Schwarzenegger,Carl Weathers,Kevin Peter Hall,Elpidia Carrillo",CM
166,167,MFKZ,2017,94 min,"Animation, Action, Comedy","Orelsan,Gringe,Redouanne Harjane,Fodor Atkine",CM
167,168,Oblivion,2013,124 min,"Action, Adventure, Sci-Fi","Tom Cruise,Morgan Freeman,Andrea Riseborough,Olga Kurylenko",CM
168,169,Flashout,2019,90 min,Sci-Fi,"Blythe Auffarth,Maya Stojan,Allison Dunbar,Malea Rose",CM
169,170,Armageddon,1998,151 min,"Action, Adventure, Sci-Fi","Bruce Willis,Billy Bob Thornton,Ben Affleck,Liv Tyler",CM
170,171,I Am Legend,2007,101 min,"Drama, Horror, Sci-Fi","Will Smith,Alice Braga,Charlie Tahan,Salli Richardson-Whitfield",CM
171,172,Independence Day,1996,145 min,"Action, Adventure, Sci-Fi","Will Smith,Bill Pullman,Jeff Goldblum,Mary McDonnell",CM
172,173,Snowpiercer,2013,126 min,"Action, Drama, Sci-Fi","Chris Evans,Jamie Bell,Tilda Swinton,Ed Harris",CM
173,174,Starship Troopers,1997,129 min,"Action, Adventure, Sci-Fi","Casper Van Dien,Denise Richards,Dina Meyer,Jake Busey",CM
174,175,Mortal Kombat,1995,101 min,"Action, Adventure, Fantasy","Christopher Lambert,Robin Shou,Linden Ashby,Cary-Hiroyuki Tagawa",CM
175,176,Mad Max,1979,88 min,"Action, Adventure, Sci-Fi","Mel Gibson,Joanne Samuel,Hugh Keays-Byrne,Steve Bisley",CM
176,177,About Time,2013,123 min,"Comedy, Drama, Fantasy","Domhnall Gleeson,Rachel McAdams,Bill Nighy,Lydia Wilson",CM
177,178,Stargate,1994,116 min,"Action, Adventure, Sci-Fi","Kurt Russell,James Spader,Jaye Davidson,Viveca Lindfors",CM
178,179,King Charles III,2017,88 min,"Drama, Sci-Fi","Tim Pigott-Smith,Oliver Chris,Richard Goulding,Charlotte Riley",CM
179,180,TRON: Legacy,2010,125 min,"Action, Adventure, Fantasy","Jeff Bridges,Garrett Hedlund,Olivia Wilde,Bruce Boxleitner",CM
180,181,Limitless,2011,105 min,"Mystery, Sci-Fi, Thriller","Bradley Cooper,Anna Friel,Abbie Cornish,Robert De Niro",CM
181,182,Fantastic Four,2015,100 min,"Action, Adventure, Drama","Miles Teller,Kate Mara,Michael B. Jordan,Jamie Bell",CM
182,183,G-Force,2009,88 min,"Animation, Action, Adventure","Will Arnett,Penlope Cruz,Zach Galifianakis,Bill Nighy",CM
183,184,District 9,2009,112 min,"Action, Sci-Fi, Thriller","Sharlto Copley,David James,Jason Cope,Nathalie Boltt",CM
184,185,Total Recall,1990,113 min,"Action, Sci-Fi, Thriller","Arnold Schwarzenegger,Sharon Stone,Michael Ironside,Rachel Ticotin",CM
185,186,A Wrinkle in Time,2018,109 min,"Adventure, Family, Fantasy","Storm Reid,Oprah Winfrey,Reese Witherspoon,Mindy Kaling",CM
186,187,X-Men: The Last Stand,2006,104 min,"Action, Adventure, Sci-Fi","Patrick Stewart,Hugh Jackman,Halle Berry,Famke Janssen",CM
187,188,Star Wars: Episode V - The Empire Strikes Back,1980,124 min,"Action, Adventure, Fantasy","Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams",CM
188,189,Godzilla,2014,123 min,"Action, Adventure, Sci-Fi","Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,Ken Watanabe",CM
